,title,year,runtime[min],genres,averagerating,numvotes,domestic_gross,foreign_gross,total_gross,genre0,genre1,genre2
1279,I'M Still Here,2010,108.0,"Comedy,Drama,Music",6.2,18606,409000.0,160000.0,569000.0,Comedy,Drama,Music
1280,The Extra Man,2010,108.0,Comedy,5.9,4580,453000.0,4500.0,457500.0,Comedy,,
1281,Universal Soldier: Day Of Reckoning,2012,114.0,"Action,Horror,Mystery",5.1,18206,5500.0,364000.0,369500.0,Action,Horror,Mystery
1282,Another Happy Day,2011,119.0,"Comedy,Drama",6.0,3793,8500.0,347000.0,355500.0,Comedy,Drama,
1283,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073,278000.0,68700.0,346700.0,Comedy,Drama,Fantasy
1284,The Tempest,2010,131.0,Drama,7.8,94,278000.0,68700.0,346700.0,Drama,,
1285,The Mill And The Cross,2011,92.0,"Drama,History",7.0,3519,312000.0,30300.0,342300.0,Drama,History,
1286,Red Hill,2010,95.0,"Thriller,Western",6.4,7874,21100.0,300000.0,321100.0,Thriller,Western,
1287,Welcome To The Rileys,2010,110.0,Drama,7.0,22210,159000.0,158000.0,317000.0,Drama,,
1288,Karthik Calling Karthik,2010,135.0,"Drama,Mystery,Thriller",7.0,9257,286000.0,7100.0,293100.0,Drama,Mystery,Thriller
1289,Waste Land,2010,99.0,Documentary,7.9,8007,188000.0,88700.0,276700.0,Documentary,,
1290,Eyes Wide Open,2010,110.0,"Documentary,History",8.7,17,26300.0,250000.0,276300.0,Documentary,History,
1291,Time Freak,2018,104.0,"Comedy,Drama,Romance",5.7,3455,10000.0,256000.0,266000.0,Comedy,Drama,Romance
1292,City Of Ghosts,2017,92.0,"Documentary,War",7.4,2925,128000.0,100000.0,228000.0,Documentary,War,
1293,Chance Pe Dance,2010,122.0,"Comedy,Drama,Musical",4.7,2501,169000.0,24300.0,193300.0,Comedy,Drama,Musical
1294,Client 9: The Rise And Fall Of Eliot Spitzer,2010,117.0,Documentary,7.4,2097,189000.0,3500.0,192500.0,Documentary,,
1295,The Romantics,2010,95.0,"Comedy,Drama,Romance",5.1,11069,107000.0,17300.0,124300.0,Comedy,Drama,Romance
1296,Freakonomics,2010,93.0,Documentary,6.4,6466,101000.0,16400.0,117400.0,Documentary,,
1297,Band Baaja Baaraat,2010,139.0,"Comedy,Drama,Romance",7.2,13832,43800.0,60700.0,104500.0,Comedy,Drama,Romance
1298,As Good As Dead,2010,100.0,"Crime,Thriller",5.2,1441,2000.0,53600.0,55600.0,Crime,Thriller,
1299,Inhale,2010,83.0,"Drama,Thriller",6.6,6006,4100.0,51000.0,55100.0,Drama,Thriller,
1300,Gasland,2010,107.0,Documentary,7.7,9940,30800.0,18600.0,49400.0,Documentary,,
